No,Namespace,Variable,Description,Render Section,Category,Value
862,KS5_25,TALLPPE_ACAD_1618_DIS_23,This is a historical variable. It holds the 2023 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,36.08
863,KS5_25,TALLPPE_ACAD_1618_DIS_22,This is a historical variable. It holds the 2022 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,36.09
864,KS5_25,TALLPPEGRD_ACAD_DIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,B+
865,KS5_25,TALLPPEGRD_ACAD_DIS_23,This is a historical variable. It holds the 2023 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,B-
866,KS5_25,TALLPPEGRD_ACAD_DIS_22,This is a historical variable. It holds the 2022 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,B-
867,KS5_25,ENTRIES_ALEV_DIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T1-Attainment,KS4 + KS5  Ages 11 to 18 Mixed sex,50
868,KS5_25,VA_INS_ALEV_DIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T2-Progress,KS4 + KS5  Ages 11 to 18 Mixed sex,-0.31
869,KS5_25,UCI_INS_ALEV_DIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T2-Progress,KS4 + KS5  Ages 11 to 18 Mixed sex,0.03
870,KS5_25,LCI_INS_ALEV_DIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T2-Progress,KS4 + KS5  Ages 11 to 18 Mixed sex,-0.65
871,KS5_25,ENTRIES_ACAD_DIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,50
872,KS5_25,VA_INS_ACAD_DIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,-0.31
873,KS5_25,UCI_INS_ACAD_DIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,0.03
874,KS5_25,LCI_INS_ACAD_DIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,-0.65
875,KS5_25,T_INSCOPE_ALEV_RET_DIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,14
876,KS5_25,T_INSCOPE_ALEV_RET_DIS_23,This is a historical variable. It holds the 2023 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,12
877,KS5_25,T_INSCOPE_ALEV_RET_DIS_22,This is a historical variable. It holds the 2022 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,15
878,KS5_25,PT_RETAINED_ALEV_RET_DIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T4-Facilitating,KS4 + KS5  Ages 11 to 18 Mixed sex,100.0%
879,KS5_25,PT_RETAINED_ALEV_RET_DIS_23,This is a historical variable. It holds the 2023 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T4-Facilitating,KS4 + KS5  Ages 11 to 18 Mixed sex,100.0%
880,KS5_25,PT_RETAINED_ALEV_RET_DIS_22,This is a historical variable. It holds the 2022 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T4-Facilitating,KS4 + KS5  Ages 11 to 18 Mixed sex,100.0%
881,KS5_25,T_INSCOPE_ACAD_RET_DIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,14
882,KS5_25,T_INSCOPE_ACAD_RET_DIS_23,This is a historical variable. It holds the 2023 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,12
883,KS5_25,T_INSCOPE_ACAD_RET_DIS_22,This is a historical variable. It holds the 2022 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,15
884,KS5_25,PT_RETAINED_ACAD_RET_DIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T4-Facilitating,KS4 + KS5  Ages 11 to 18 Mixed sex,100.0%
885,KS5_25,PT_RETAINED_ACAD_RET_DIS_23,This is a historical variable. It holds the 2023 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T4-Facilitating,KS4 + KS5  Ages 11 to 18 Mixed sex,100.0%
886,KS5_25,PT_RETAINED_ACAD_RET_DIS_22,This is a historical variable. It holds the 2022 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T4-Facilitating,KS4 + KS5  Ages 11 to 18 Mixed sex,100.0%
887,KS5_25,TALLPUP_1618_NOTDIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T1-Attainment,KS4 + KS5  Ages 11 to 18 Mixed sex,190
888,KS5_25,TALLPUP_1618_NOTDIS_23,This is a historical variable. It holds the 2023 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T1-Attainment,KS4 + KS5  Ages 11 to 18 Mixed sex,177
889,KS5_25,TALLPUP_1618_NOTDIS_22,This is a historical variable. It holds the 2022 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T1-Attainment,KS4 + KS5  Ages 11 to 18 Mixed sex,197
890,KS5_25,TALLPUP_ALEV_1618_NOTDIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T1-Attainment,KS4 + KS5  Ages 11 to 18 Mixed sex,190
891,KS5_25,TALLPUP_ALEV_1618_NOTDIS_23,This is a historical variable. It holds the 2023 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T1-Attainment,KS4 + KS5  Ages 11 to 18 Mixed sex,176
892,KS5_25,TALLPUP_ALEV_1618_NOTDIS_22,This is a historical variable. It holds the 2022 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T1-Attainment,KS4 + KS5  Ages 11 to 18 Mixed sex,193
893,KS5_25,TALLPPE_ALEV_1618_NOTDIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T1-Attainment,KS4 + KS5  Ages 11 to 18 Mixed sex,47.53
894,KS5_25,TALLPPE_ALEV_1618_NOTDIS_23,This is a historical variable. It holds the 2023 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T1-Attainment,KS4 + KS5  Ages 11 to 18 Mixed sex,46.25
895,KS5_25,TALLPPE_ALEV_1618_NOTDIS_22,This is a historical variable. It holds the 2022 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T1-Attainment,KS4 + KS5  Ages 11 to 18 Mixed sex,49.09
896,KS5_25,TALLPPEGRD_ALEV_NOTDIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T1-Attainment,KS4 + KS5  Ages 11 to 18 Mixed sex,A-
897,KS5_25,TALLPPEGRD_ALEV_NOTDIS_23,This is a historical variable. It holds the 2023 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T1-Attainment,KS4 + KS5  Ages 11 to 18 Mixed sex,A-
898,KS5_25,TALLPPEGRD_ALEV_NOTDIS_22,This is a historical variable. It holds the 2022 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T1-Attainment,KS4 + KS5  Ages 11 to 18 Mixed sex,A
899,KS5_25,TALLPUP_ACAD_1618_NOTDIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,190
900,KS5_25,TALLPUP_ACAD_1618_NOTDIS_23,This is a historical variable. It holds the 2023 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,176
901,KS5_25,TALLPUP_ACAD_1618_NOTDIS_22,This is a historical variable. It holds the 2022 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,193
902,KS5_25,TALLPPE_ACAD_1618_NOTDIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,47.53
903,KS5_25,TALLPPE_ACAD_1618_NOTDIS_23,This is a historical variable. It holds the 2023 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,46.25
904,KS5_25,TALLPPE_ACAD_1618_NOTDIS_22,This is a historical variable. It holds the 2022 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,49.09
905,KS5_25,TALLPPEGRD_ACAD_NOTDIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,A-
906,KS5_25,TALLPPEGRD_ACAD_NOTDIS_23,This is a historical variable. It holds the 2023 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,A-
907,KS5_25,TALLPPEGRD_ACAD_NOTDIS_22,This is a historical variable. It holds the 2022 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,A
908,KS5_25,ENTRIES_ALEV_NOTDIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T1-Attainment,KS4 + KS5  Ages 11 to 18 Mixed sex,727
909,KS5_25,VA_INS_ALEV_NOTDIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T2-Progress,KS4 + KS5  Ages 11 to 18 Mixed sex,0.03
910,KS5_25,UCI_INS_ALEV_NOTDIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T2-Progress,KS4 + KS5  Ages 11 to 18 Mixed sex,0.12
911,KS5_25,LCI_INS_ALEV_NOTDIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T2-Progress,KS4 + KS5  Ages 11 to 18 Mixed sex,-0.05
912,KS5_25,ENTRIES_ACAD_NOTDIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,727
913,KS5_25,VA_INS_ACAD_NOTDIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,0.03
914,KS5_25,UCI_INS_ACAD_NOTDIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,0.12
915,KS5_25,LCI_INS_ACAD_NOTDIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,-0.05
916,KS5_25,T_INSCOPE_ALEV_RET_NOTDIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,190
917,KS5_25,T_INSCOPE_ALEV_RET_NOTDIS_23,This is a historical variable. It holds the 2023 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,176
918,KS5_25,T_INSCOPE_ALEV_RET_NOTDIS_22,This is a historical variable. It holds the 2022 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,196
919,KS5_25,PT_RETAINED_ALEV_RET_NOTDIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T4-Facilitating,KS4 + KS5  Ages 11 to 18 Mixed sex,100.0%
920,KS5_25,PT_RETAINED_ALEV_RET_NOTDIS_23,This is a historical variable. It holds the 2023 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T4-Facilitating,KS4 + KS5  Ages 11 to 18 Mixed sex,99.4%
921,KS5_25,PT_RETAINED_ALEV_RET_NOTDIS_22,This is a historical variable. It holds the 2022 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T4-Facilitating,KS4 + KS5  Ages 11 to 18 Mixed sex,98.5%
922,KS5_25,T_INSCOPE_ACAD_RET_NOTDIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,190
923,KS5_25,T_INSCOPE_ACAD_RET_NOTDIS_23,This is a historical variable. It holds the 2023 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,176
924,KS5_25,T_INSCOPE_ACAD_RET_NOTDIS_22,This is a historical variable. It holds the 2022 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5,KS4 + KS5  Ages 11 to 18 Mixed sex,196
925,KS5_25,PT_RETAINED_ACAD_RET_NOTDIS_24,This is a historical variable. It holds the 2024 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T4-Facilitating,KS4 + KS5  Ages 11 to 18 Mixed sex,100.0%
926,KS5_25,PT_RETAINED_ACAD_RET_NOTDIS_23,This is a historical variable. It holds the 2023 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T4-Facilitating,KS4 + KS5  Ages 11 to 18 Mixed sex,99.4%
927,KS5_25,PT_RETAINED_ACAD_RET_NOTDIS_22,This is a historical variable. It holds the 2022 value of the corresponding variable. Please see the current variable for the variable description.,A5-KS5-T4-Facilitating,KS4 + KS5  Ages 11 to 18 Mixed sex,98.5%
928,KS5_STUDEST_25,NFTYPE,School type/FE college type,A5-KS5-T8-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,VA
929,KS5_STUDEST_25,FEEDER,Feeder flag,A5-KS5-T8-Destinations,KS4 + KS5  Ages 11 to 18 Mixed sex,0
930,KS5_STUDEST_25,TOT_COHORT,Number of students who reached the end of 16 to 18 study in 2022/23 (All levels of study),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,190
931,KS5_STUDEST_25,TOT_OVERALL,Staying in education or employment for at least two terms after 16 to 18 study (All levels of study)  (number of students),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,167
932,KS5_STUDEST_25,TOT_APPREN,Staying in apprenticeships for at least 6 months after 16 to 18 study (All levels of study)  (number of students),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,2
933,KS5_STUDEST_25,TOT_EDUCATION,Students staying in education for at least two terms after 16 to 18 study (All levels of study)  (number of students),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,142
934,KS5_STUDEST_25,TOT_FE,Further education (level 3 and below) (All levels of study)  (number of students),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,5
935,KS5_STUDEST_25,TOT_HE,Higher education (level 4 and above) (All levels of study)  (number of students),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,135
936,KS5_STUDEST_25,TOT_OTHER_EDU,Other education destinations (All levels of study)  (number of students),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,2
937,KS5_STUDEST_25,TOT_EMPLOYMENT,Students staying in employment for at least two terms after 16 to 18 study (All levels of study)  (number of students),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,23
938,KS5_STUDEST_25,TOT_NOT_SUSTAINED,Students not staying in education or employment for at least two terms after 16 to 18 study (All levels of study)  (number of students),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,12
939,KS5_STUDEST_25,TOT_NOT_CAPTURED,Activity not captured in data (All levels of study)  (number of students),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,11
940,KS5_STUDEST_25,TOT_OVERALLPER,Staying in education or employment for at least two terms after 16 to 18 study (All levels of study) (percentage),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,88%
941,KS5_STUDEST_25,TOT_APPRENPER,Staying in apprenticeships for at least 6 months after 16 to 18 study (All levels of study) (percentage),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,1%
942,KS5_STUDEST_25,TOT_EDUCATIONPER,Students staying in education for at least two terms after 16 to 18 study (All levels of study) (percentage),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,75%
943,KS5_STUDEST_25,TOT_FEPER,Further education (level 3 and below) (All levels of study) (percentage),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,3%
944,KS5_STUDEST_25,TOT_HEPER,Higher education (level 4 and above) (All levels of study) (percentage),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,71%
945,KS5_STUDEST_25,TOT_OTHER_EDUPER,Other education destinations (All levels of study) (percentage),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,1%
946,KS5_STUDEST_25,TOT_EMPLOYMENTPER,Students staying in employment for at least two terms after 16 to 18 study (All levels of study) (percentage),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,12%
947,KS5_STUDEST_25,TOT_NOT_SUSTAINEDPER,Students not staying in education or employment for at least two terms after 16 to 18 study (All levels of study) (percentage),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,6%
948,KS5_STUDEST_25,TOT_NOT_CAPTUREDPER,Activity not captured in data (All levels of study) (percentage),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,6%
949,KS5_STUDEST_25,TOT_COHORT_DIS,Number of students who reached the end of 16 to 18 study in 2022/23 (All levels of study)  (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,12
950,KS5_STUDEST_25,TOT_OVERALL_DIS,Staying in education or employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,9
951,KS5_STUDEST_25,TOT_APPREN_DIS,Staying in apprenticeships for at least 6 months after 16 to 18 study (All levels of study)  (number of students) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,0
952,KS5_STUDEST_25,TOT_EDUCATION_DIS,Students staying in education for at least two terms after 16 to 18 study (All levels of study)  (number of students) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,9
953,KS5_STUDEST_25,TOT_FE_DIS,Further education (level 3 and below) (All levels of study)  (number of students) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,1
954,KS5_STUDEST_25,TOT_HE_DIS,Higher education (level 4 and above) (All levels of study)  (number of students) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,8
955,KS5_STUDEST_25,TOT_OTHER_EDU_DIS,Other education destinations (All levels of study)  (number of students) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,0
956,KS5_STUDEST_25,TOT_EMPLOYMENT_DIS,Students staying in employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,0
957,KS5_STUDEST_25,TOT_NOT_SUSTAINED_DIS,Students not staying in education or employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,2
958,KS5_STUDEST_25,TOT_NOT_CAPTURED_DIS,Activity not captured in data (All levels of study)  (number of students) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,1
959,KS5_STUDEST_25,TOT_OVERALLPER_DIS,Staying in education or employment for at least two terms after 16 to 18 study (All levels of study) (percentage) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,75%
960,KS5_STUDEST_25,TOT_APPRENPER_DIS,Staying in apprenticeships for at least 6 months after 16 to 18 study (All levels of study) (percentage) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,0%
961,KS5_STUDEST_25,TOT_EDUCATIONPER_DIS,Students staying in education for at least two terms after 16 to 18 study (All levels of study) (percentage) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,75%
962,KS5_STUDEST_25,TOT_FEPER_DIS,Further education (level 3 and below) (All levels of study) (percentage) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,8%
963,KS5_STUDEST_25,TOT_HEPER_DIS,Higher education (level 4 and above) (All levels of study) (percentage) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,67%
964,KS5_STUDEST_25,TOT_OTHER_EDUPER_DIS,Other education destinations (All levels of study) (percentage) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,0%
965,KS5_STUDEST_25,TOT_EMPLOYMENTPER_DIS,Students staying in employment for at least two terms after 16 to 18 study (All levels of study) (percentage) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,0%
966,KS5_STUDEST_25,TOT_NOT_SUSTAINEDPER_DIS,Students not staying in education or employment for at least two terms after 16 to 18 study (All levels of study) (percentage) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,17%
967,KS5_STUDEST_25,TOT_NOT_CAPTUREDPER_DIS,Activity not captured in data (All levels of study) (percentage) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,8%
968,KS5_STUDEST_25,TOT_COHORT_NONDIS,Number of students who reached the end of 16 to 18 study in 2022/23 (All levels of study)  (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,178
969,KS5_STUDEST_25,TOT_OVERALL_NONDIS,Staying in education or employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,158
970,KS5_STUDEST_25,TOT_APPREN_NONDIS,Staying in apprenticeships for at least 6 months after 16 to 18 study (All levels of study)  (number of students) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,2
971,KS5_STUDEST_25,TOT_EDUCATION_NONDIS,Students staying in education for at least two terms after 16 to 18 study (All levels of study)  (number of students) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,133
972,KS5_STUDEST_25,TOT_FE_NONDIS,Further education (level 3 and below) (All levels of study)  (number of students) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,4
973,KS5_STUDEST_25,TOT_HE_NONDIS,Higher education (level 4 and above) (All levels of study)  (number of students) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,127
974,KS5_STUDEST_25,TOT_OTHER_EDU_NONDIS,Other education destinations (All levels of study)  (number of students) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,2
975,KS5_STUDEST_25,TOT_EMPLOYMENT_NONDIS,Students staying in employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,23
976,KS5_STUDEST_25,TOT_NOT_SUSTAINED_NONDIS,Students not staying in education or employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,10
977,KS5_STUDEST_25,TOT_NOT_CAPTURED_NONDIS,Activity not captured in data (All levels of study)  (number of students) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,10
978,KS5_STUDEST_25,TOT_OVERALLPER_NONDIS,Staying in education or employment for at least two terms after 16 to 18 study (All levels of study) (percentage) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,89%
979,KS5_STUDEST_25,TOT_APPRENPER_NONDIS,Staying in apprenticeships for at least 6 months after 16 to 18 study (All levels of study) (percentage) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,1%
980,KS5_STUDEST_25,TOT_EDUCATIONPER_NONDIS,Students staying in education for at least two terms after 16 to 18 study (All levels of study) (percentage) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,75%
981,KS5_STUDEST_25,TOT_FEPER_NONDIS,Further education (level 3 and below) (All levels of study) (percentage) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,2%
982,KS5_STUDEST_25,TOT_HEPER_NONDIS,Higher education (level 4 and above) (All levels of study) (percentage) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,71%
983,KS5_STUDEST_25,TOT_OTHER_EDUPER_NONDIS,Other education destinations (All levels of study) (percentage) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,1%
984,KS5_STUDEST_25,TOT_EMPLOYMENTPER_NONDIS,Students staying in employment for at least two terms after 16 to 18 study (All levels of study) (percentage) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,13%
985,KS5_STUDEST_25,TOT_NOT_SUSTAINEDPER_NONDIS,Students not staying in education or employment for at least two terms after 16 to 18 study (All levels of study) (percentage) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,6%
986,KS5_STUDEST_25,TOT_NOT_CAPTUREDPER_NONDIS,Activity not captured in data (All levels of study) (percentage) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,6%
987,KS5_STUDEST_25,L3_COHORT,Number of students who reached the end of 16 to 18 study in 2022/23 (Level 3),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,190
988,KS5_STUDEST_25,L3_OVERALL,Staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,167
