No,Namespace,Variable,Description,Render Section,Category,Value
989,KS5_STUDEST_25,L3_APPREN,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3)  (number of students),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,2
990,KS5_STUDEST_25,L3_EDUCATION,Students staying in education for at least two terms after 16 to 18 study (Level 3)  (number of students),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,142
991,KS5_STUDEST_25,L3_FE,Further education (level 3 and below) (Level 3)  (number of students),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,5
992,KS5_STUDEST_25,L3_HE,Higher education (level 4 and above) (Level 3)  (number of students),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,135
993,KS5_STUDEST_25,L3_OTHER_EDU,Other education destinations (Level 3)  (number of students),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,2
994,KS5_STUDEST_25,L3_EMPLOYMENT,Students staying in employment for at least two terms after 16 to 18 study (Level 3)  (number of students),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,23
995,KS5_STUDEST_25,L3_NOT_SUSTAINED,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,12
996,KS5_STUDEST_25,L3_NOT_CAPTURED,Activity not captured in data (Level 3)  (number of students),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,11
997,KS5_STUDEST_25,L3_OVERALLPER,Staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,88%
998,KS5_STUDEST_25,L3_APPRENPER,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3) (percentage),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,1%
999,KS5_STUDEST_25,L3_EDUCATIONPER,Students staying in education for at least two terms after 16 to 18 study (Level 3) (percentage),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,75%
1000,KS5_STUDEST_25,L3_FEPER,Further education (level 3 and below) (Level 3) (percentage),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,3%
1001,KS5_STUDEST_25,L3_HEPER,Higher education (level 4 and above) (Level 3) (percentage),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,71%
1002,KS5_STUDEST_25,L3_OTHER_EDUPER,Other education destinations (Level 3) (percentage),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,1%
1003,KS5_STUDEST_25,L3_EMPLOYMENTPER,Students staying in employment for at least two terms after 16 to 18 study (Level 3) (percentage),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,12%
1004,KS5_STUDEST_25,L3_NOT_SUSTAINEDPER,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,6%
1005,KS5_STUDEST_25,L3_NOT_CAPTUREDPER,Activity not captured in data (Level 3) (percentage),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,6%
1006,KS5_STUDEST_25,L3_COHORT_DIS,Number of students who reached the end of 16 to 18 study in 2022/23 (Level 3)  (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,12
1007,KS5_STUDEST_25,L3_OVERALL_DIS,Staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,9
1008,KS5_STUDEST_25,L3_APPREN_DIS,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3)  (number of students) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,0
1009,KS5_STUDEST_25,L3_EDUCATION_DIS,Students staying in education for at least two terms after 16 to 18 study (Level 3)  (number of students) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,9
1010,KS5_STUDEST_25,L3_FE_DIS,Further education (level 3 and below) (Level 3)  (number of students) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,1
1011,KS5_STUDEST_25,L3_HE_DIS,Higher education (level 4 and above) (Level 3)  (number of students) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,8
1012,KS5_STUDEST_25,L3_OTHER_EDU_DIS,Other education destinations (Level 3)  (number of students) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,0
1013,KS5_STUDEST_25,L3_EMPLOYMENT_DIS,Students staying in employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,0
1014,KS5_STUDEST_25,L3_NOT_SUSTAINED_DIS,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,2
1015,KS5_STUDEST_25,L3_NOT_CAPTURED_DIS,Activity not captured in data (Level 3)  (number of students) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,1
1016,KS5_STUDEST_25,L3_OVERALLPER_DIS,Staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,75%
1017,KS5_STUDEST_25,L3_APPRENPER_DIS,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3) (percentage) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,0%
1018,KS5_STUDEST_25,L3_EDUCATIONPER_DIS,Students staying in education for at least two terms after 16 to 18 study (Level 3) (percentage) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,75%
1019,KS5_STUDEST_25,L3_FEPER_DIS,Further education (level 3 and below) (Level 3) (percentage) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,8%
1020,KS5_STUDEST_25,L3_HEPER_DIS,Higher education (level 4 and above) (Level 3) (percentage) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,67%
1021,KS5_STUDEST_25,L3_OTHER_EDUPER_DIS,Other education destinations (Level 3) (percentage) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,0%
1022,KS5_STUDEST_25,L3_EMPLOYMENTPER_DIS,Students staying in employment for at least two terms after 16 to 18 study (Level 3) (percentage) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,0%
1023,KS5_STUDEST_25,L3_NOT_SUSTAINEDPER_DIS,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,17%
1024,KS5_STUDEST_25,L3_NOT_CAPTUREDPER_DIS,Activity not captured in data (Level 3) (percentage) (disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,8%
1025,KS5_STUDEST_25,L3_COHORT_NONDIS,Number of students who reached the end of 16 to 18 study in 2022/23 (Level 3)  (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,178
1026,KS5_STUDEST_25,L3_OVERALL_NONDIS,Staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,158
1027,KS5_STUDEST_25,L3_APPREN_NONDIS,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3)  (number of students) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,2
1028,KS5_STUDEST_25,L3_EDUCATION_NONDIS,Students staying in education for at least two terms after 16 to 18 study (Level 3)  (number of students) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,133
1029,KS5_STUDEST_25,L3_FE_NONDIS,Further education (level 3 and below) (Level 3)  (number of students) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,4
1030,KS5_STUDEST_25,L3_HE_NONDIS,Higher education (level 4 and above) (Level 3)  (number of students) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,127
1031,KS5_STUDEST_25,L3_OTHER_EDU_NONDIS,Other education destinations (Level 3)  (number of students) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,2
1032,KS5_STUDEST_25,L3_EMPLOYMENT_NONDIS,Students staying in employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,23
1033,KS5_STUDEST_25,L3_NOT_SUSTAINED_NONDIS,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,10
1034,KS5_STUDEST_25,L3_NOT_CAPTURED_NONDIS,Activity not captured in data (Level 3)  (number of students) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,10
1035,KS5_STUDEST_25,L3_OVERALLPER_NONDIS,Staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,89%
1036,KS5_STUDEST_25,L3_APPRENPER_NONDIS,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3) (percentage) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,1%
1037,KS5_STUDEST_25,L3_EDUCATIONPER_NONDIS,Students staying in education for at least two terms after 16 to 18 study (Level 3) (percentage) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,75%
1038,KS5_STUDEST_25,L3_FEPER_NONDIS,Further education (level 3 and below) (Level 3) (percentage) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,2%
1039,KS5_STUDEST_25,L3_HEPER_NONDIS,Higher education (level 4 and above) (Level 3) (percentage) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,71%
1040,KS5_STUDEST_25,L3_OTHER_EDUPER_NONDIS,Other education destinations (Level 3) (percentage) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,1%
1041,KS5_STUDEST_25,L3_EMPLOYMENTPER_NONDIS,Students staying in employment for at least two terms after 16 to 18 study (Level 3) (percentage) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,13%
1042,KS5_STUDEST_25,L3_NOT_SUSTAINEDPER_NONDIS,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,6%
1043,KS5_STUDEST_25,L3_NOT_CAPTUREDPER_NONDIS,Activity not captured in data (Level 3) (percentage) (not identified as disadvantaged),A5-KS5-T8-DestL3,KS4 + KS5  Ages 11 to 18 Mixed sex,6%
1044,KS5_STUDEST_25,ALL_COHORT,Cohort size,A5-KS5-T9-ProgGap,KS4 + KS5  Ages 11 to 18 Mixed sex,209
1045,KS5_STUDEST_25,ALL_PROGRESSED,Progressed,A5-KS5-T9-ProgGap,KS4 + KS5  Ages 11 to 18 Mixed sex,96%
1046,KS5_STUDEST_25,ALL_APPREN,Apprenticeships,A5-KS5-T9-ProgGap,KS4 + KS5  Ages 11 to 18 Mixed sex,2%
1047,KS5_STUDEST_25,ALL_HE,HE,A5-KS5-T9-ProgGap,KS4 + KS5  Ages 11 to 18 Mixed sex,92%
1048,KS5_STUDEST_25,ALL_TOP3RD,Top third,A5-KS5-T9-ProgGap,KS4 + KS5  Ages 11 to 18 Mixed sex,74%
1049,KS5_STUDEST_25,ALL_HTECH,Higher technical,A5-KS5-T9-ProgGap,KS4 + KS5  Ages 11 to 18 Mixed sex,1%
1050,KS5_STUDEST_25,ACADAGEN_COHORT,Cohort size for academic/applied general cohort,A5-KS5-T9-ProgGap,KS4 + KS5  Ages 11 to 18 Mixed sex,209
1051,KS5_STUDEST_25,ACADAGEN_PROGRESSED,Progressed for academic/applied general cohort,A5-KS5-T9-ProgGap,KS4 + KS5  Ages 11 to 18 Mixed sex,96%
1052,KS5_STUDEST_25,TLEV_COHORT,Cohort size for TLEV cohort,A5-KS5-T9-ProgGap,KS4 + KS5  Ages 11 to 18 Mixed sex,0
1053,KS5_STUDEST_25,TLEV_PROGRESSED,Progressed for TLEV cohort,A5-KS5-T9-ProgGap,KS4 + KS5  Ages 11 to 18 Mixed sex,0%
1054,KS5_STUDEST_25,OTHER_COHORT,Cohort size for other level 3 qualifications cohort,A5-KS5-T9-ProgGap,KS4 + KS5  Ages 11 to 18 Mixed sex,0
1055,KS5_STUDEST_25,OTHER_PROGRESSED,Progressed for other level 3 qualifications cohort,A5-KS5-T9-ProgGap,KS4 + KS5  Ages 11 to 18 Mixed sex,0%
1056,KS5_STUDEST_25,DIS_PROGRESSED,Progressed for disadvantaged students,A5-KS5-T9-ProgGap,KS4 + KS5  Ages 11 to 18 Mixed sex,93%
1057,KS5_STUDEST_25,DIS_APPREN,Apprenticeships for disadvantaged students,A5-KS5-T9-ProgGap,KS4 + KS5  Ages 11 to 18 Mixed sex,13%
1058,KS5_STUDEST_25,DIS_HE,HE for disadvantaged students,A5-KS5-T9-ProgGap,KS4 + KS5  Ages 11 to 18 Mixed sex,73%
1059,KS5_STUDEST_25,DIS_TOP3RD,Top third for disadvantaged students,A5-KS5-T9-ProgGap,KS4 + KS5  Ages 11 to 18 Mixed sex,40%
1060,KS5_STUDEST_25,DIS_HTECH,Higher technical for disadvantaged students,A5-KS5-T9-ProgGap,KS4 + KS5  Ages 11 to 18 Mixed sex,7%
1061,L,ISPRIMARY,"Does the school provide primary education? ( 0 = No, 1 = Yes)",A1-Identity,KS4 + KS5  Ages 11 to 18 Mixed sex,0
1062,L,ISSECONDARY,"Does the school provide secondary education? ( 0 = No, 1 = Yes)",A1-Identity,KS4 + KS5  Ages 11 to 18 Mixed sex,1
1063,L,ISPOST16,"Does the school provide post 16 education? (  0 = No, 1 = Yes)",A1-Identity,KS4 + KS5  Ages 11 to 18 Mixed sex,1
1064,L,AGELOW,Lowest age of entry,A1-Identity,KS4 + KS5  Ages 11 to 18 Mixed sex,11
1065,L,AGEHIGH,Highest age of entry,A1-Identity,KS4 + KS5  Ages 11 to 18 Mixed sex,18
1066,L,GENDER,Indicates whether it's a mixed or single sex school,A1-Identity,KS4 + KS5  Ages 11 to 18 Mixed sex,Mixed
1067,L,RELCHAR,Religious character,A1-Identity,KS4 + KS5  Ages 11 to 18 Mixed sex,None
1068,L,ADMPOL,Admissions Policy,A1-Identity,KS4 + KS5  Ages 11 to 18 Mixed sex,Selective
1069,ABS_24,PERCTOT,Percentage of overall absence,A6-Absence,KS4 Ages 11 to 16 Mixed sex,7.3
1070,ABS_24,PPERSABS10,Percentage of enrolments who are persistent absentees,A6-Absence,KS4 Ages 11 to 16 Mixed sex,18
1071,CENSUS_25,SCHOOLTYPE,Type of school,,KS4 Ages 11 to 16 Mixed sex,State-funded secondary
1072,CENSUS_25,NOR,Total number of pupils on roll,A4-Census,KS4 Ages 11 to 16 Mixed sex,1261
1073,CENSUS_25,NORG,Number of girls on roll,A4-Census,KS4 Ages 11 to 16 Mixed sex,592
1074,CENSUS_25,NORB,Number of boys on roll,A4-Census,KS4 Ages 11 to 16 Mixed sex,669
1075,CENSUS_25,PNORG,Percentage of girls on roll,A4-Census,KS4 Ages 11 to 16 Mixed sex,46.95%
1076,CENSUS_25,PNORB,Percentage of boys on roll,A4-Census,KS4 Ages 11 to 16 Mixed sex,53.05%
1077,CENSUS_25,TSENELSE,Number of eligible pupils with an EHC plan,A4-Census,KS4 Ages 11 to 16 Mixed sex,56
1078,CENSUS_25,PSENELSE,Percentage of eligible pupils with an EHC plan,A4-Census,KS4 Ages 11 to 16 Mixed sex,4.44%
1079,CENSUS_25,TSENELK,Number of eligible pupils with SEN support,A4-Census,KS4 Ages 11 to 16 Mixed sex,232
1080,CENSUS_25,PSENELK,Percentage of eligible pupils with SEN support,A4-Census,KS4 Ages 11 to 16 Mixed sex,18.40%
1081,CENSUS_25,NUMEAL,No.  pupils where English not first language,A4-Census,KS4 Ages 11 to 16 Mixed sex,64
1082,CENSUS_25,NUMENGFL,No. pupils with English first language,A4-Census,KS4 Ages 11 to 16 Mixed sex,1197
1083,CENSUS_25,NUMUNCFL,No. pupils where first language is unclassified,A4-Census,KS4 Ages 11 to 16 Mixed sex,0
1084,CENSUS_25,PNUMEAL,%  pupils where English not first language,A4-Census,KS4 Ages 11 to 16 Mixed sex,5.10%
1085,CENSUS_25,PNUMENGFL,% pupils with English first language,A4-Census,KS4 Ages 11 to 16 Mixed sex,94.90%
1086,CENSUS_25,PNUMUNCLF,,A4-Census,KS4 Ages 11 to 16 Mixed sex,0
1087,CENSUS_25,NUMFSM,No. pupils eligible for free school meals,A4-Census,KS4 Ages 11 to 16 Mixed sex,257
1088,CENSUS_25,NUMFSMEVER,Number of pupils eligible for FSM at any time during the past 6 years,A4-Census,KS4 Ages 11 to 16 Mixed sex,258
1089,CENSUS_25,NORFSMEVER,Total pupils for FSMEver,A4-Census,KS4 Ages 11 to 16 Mixed sex,1261
1090,CENSUS_25,PNUMFSMEVER,Percentage of pupils eligible for FSM at any time during the past 6 years,A4-Census,KS4 Ages 11 to 16 Mixed sex,20.46%
1091,KS4_25,PCODE,School postcode,A5-KS4,KS4 Ages 11 to 16 Mixed sex,RH2 7NT
1092,KS4_25,CONTFLAG,Contingency flag - school results 'significantly affected'. This field is zero for all schools.,A5-KS4,KS4 Ages 11 to 16 Mixed sex,0
1093,KS4_25,NFTYPE,School type (see separate list of abbreviations used in the tables),A5-KS4,KS4 Ages 11 to 16 Mixed sex,ACC
1094,KS4_25,RELDENOM,School religious character,A5-KS4,KS4 Ages 11 to 16 Mixed sex,Does not apply
1095,KS4_25,ADMPOL,School admissions policy (self-declared by schools on Get Information About Schools),A5-KS4,KS4 Ages 11 to 16 Mixed sex,NSE
1096,KS4_25,ADMPOL_PT,School admissions policy - new definition from 2019,A5-KS4,KS4 Ages 11 to 16 Mixed sex,OTHER NON SEL
1097,KS4_25,EGENDER,School gender of entry,A5-KS4,KS4 Ages 11 to 16 Mixed sex,MIXED
1098,KS4_25,FEEDER,Indicates whether school is a feeder school for sixth form centre/consortia (0=No; 1=Yes),A5-KS4,KS4 Ages 11 to 16 Mixed sex,0
1099,KS4_25,AGERANGE,Age range,A5-KS4,KS4 Ages 11 to 16 Mixed sex,11 to 16
1100,KS4_25,TOTPUPS,Number of pupils on roll (all ages),A5-KS4-T5-Cohort,KS4 Ages 11 to 16 Mixed sex,1261
