COUNTA of No,,Category,,,,,,,,,
Namespace,Variable,Category,KS1 + KS2 Ages 3 to 11 Mixed sex,KS1 only Ages 3 to 7 Mixed sex,KS2 Ages 7 to 11 Mixed sex,KS4 + KS5  Ages 11 to 18 Mixed sex,KS4 Ages 11 to 16 Mixed sex,Private Ages 10 to 19 Mixed sex ,Private Ages 2 to 11 Mixed sex,Private Ages 4 to 18 Mixed sex,Grand Total
,PT_RETAINED_TLEV_RET_NOTDIS_23,,,,,1,,,,,1
,PT_RETAINED_TLEV_RET_NOTDIS_24,,,,,1,,,,,1
,PTAAB_2FAC,,,,,1,,1,,1,3
,RECTYPE,,,,,1,,1,,1,3
,REGION,,,,,1,,1,,1,3
,RELDENOM,,,,,1,,1,,1,3
,SCHNAME,,,,,1,,1,,1,3
,SCHNAME_AC,,,,,1,,1,,1,3
,T_AIMS_CA_22,,,,,1,,1,,1,3
,T_AIMS_CA_23,,,,,1,,1,,1,3
,T_AIMS_CA_24,,,,,1,,1,,1,3
,T_INSCOPE_ACAD_2NDYR,,,,,1,,,,,1
,T_INSCOPE_ACAD_RET,,,,,1,,,,,1
,T_INSCOPE_ACAD_RET_22,,,,,1,,,,,1
,T_INSCOPE_ACAD_RET_23,,,,,1,,,,,1
,T_INSCOPE_ACAD_RET_24,,,,,1,,,,,1
,T_INSCOPE_ACAD_RET_DIS,,,,,1,,,,,1
,T_INSCOPE_ACAD_RET_DIS_22,,,,,1,,,,,1
,T_INSCOPE_ACAD_RET_DIS_23,,,,,1,,,,,1
,T_INSCOPE_ACAD_RET_DIS_24,,,,,1,,,,,1
,T_INSCOPE_ACAD_RET_NOTDIS,,,,,1,,,,,1
,T_INSCOPE_ACAD_RET_NOTDIS_22,,,,,1,,,,,1
,T_INSCOPE_ACAD_RET_NOTDIS_23,,,,,1,,,,,1
,T_INSCOPE_ACAD_RET_NOTDIS_24,,,,,1,,,,,1
,T_INSCOPE_AGEN_2NDYR,,,,,1,,,,,1
,T_INSCOPE_AGEN_RET,,,,,1,,,,,1
,T_INSCOPE_AGEN_RET_22,,,,,1,,,,,1
,T_INSCOPE_AGEN_RET_23,,,,,1,,,,,1
,T_INSCOPE_AGEN_RET_24,,,,,1,,,,,1
,T_INSCOPE_AGEN_RET_DIS,,,,,1,,,,,1
,T_INSCOPE_AGEN_RET_DIS_22,,,,,1,,,,,1
,T_INSCOPE_AGEN_RET_DIS_23,,,,,1,,,,,1
,T_INSCOPE_AGEN_RET_DIS_24,,,,,1,,,,,1
,T_INSCOPE_AGEN_RET_NOTDIS,,,,,1,,,,,1
,T_INSCOPE_AGEN_RET_NOTDIS_22,,,,,1,,,,,1
,T_INSCOPE_AGEN_RET_NOTDIS_23,,,,,1,,,,,1
,T_INSCOPE_AGEN_RET_NOTDIS_24,,,,,1,,,,,1
,T_INSCOPE_ALEV_2NDYR,,,,,1,,,,,1
,T_INSCOPE_ALEV_RET,,,,,1,,,,,1
,T_INSCOPE_ALEV_RET_22,,,,,1,,,,,1
,T_INSCOPE_ALEV_RET_23,,,,,1,,,,,1
,T_INSCOPE_ALEV_RET_24,,,,,1,,,,,1
,T_INSCOPE_ALEV_RET_DIS,,,,,1,,,,,1
,T_INSCOPE_ALEV_RET_DIS_22,,,,,1,,,,,1
,T_INSCOPE_ALEV_RET_DIS_23,,,,,1,,,,,1
,T_INSCOPE_ALEV_RET_DIS_24,,,,,1,,,,,1
,T_INSCOPE_ALEV_RET_NOTDIS,,,,,1,,,,,1
,T_INSCOPE_ALEV_RET_NOTDIS_22,,,,,1,,,,,1
,T_INSCOPE_ALEV_RET_NOTDIS_23,,,,,1,,,,,1
,T_INSCOPE_ALEV_RET_NOTDIS_24,,,,,1,,,,,1
,T_INSCOPE_TECHCERT_RET,,,,,1,,,,,1
,T_INSCOPE_TECHCERT_RET_22,,,,,1,,,,,1
,T_INSCOPE_TECHCERT_RET_23,,,,,1,,,,,1
,T_INSCOPE_TECHCERT_RET_24,,,,,1,,,,,1
,T_INSCOPE_TECHCERT_RET_DIS,,,,,1,,,,,1
,T_INSCOPE_TECHCERT_RET_DIS_22,,,,,1,,,,,1
,T_INSCOPE_TECHCERT_RET_DIS_23,,,,,1,,,,,1
,T_INSCOPE_TECHCERT_RET_DIS_24,,,,,1,,,,,1
,T_INSCOPE_TECHCERT_RET_NOTDIS,,,,,1,,,,,1
,T_INSCOPE_TECHCERT_RET_NOTDIS_22,,,,,1,,,,,1
,T_INSCOPE_TECHCERT_RET_NOTDIS_23,,,,,1,,,,,1
,T_INSCOPE_TECHCERT_RET_NOTDIS_24,,,,,1,,,,,1
,T_INSCOPE_TLEV_2NDYR,,,,,1,,,,,1
,T_INSCOPE_TLEV_RET,,,,,1,,,,,1
,T_INSCOPE_TLEV_RET_22,,,,,1,,,,,1
,T_INSCOPE_TLEV_RET_23,,,,,1,,,,,1
,T_INSCOPE_TLEV_RET_24,,,,,1,,,,,1
,T_INSCOPE_TLEV_RET_DIS,,,,,1,,,,,1
,T_INSCOPE_TLEV_RET_DIS_22,,,,,1,,,,,1
,T_INSCOPE_TLEV_RET_DIS_23,,,,,1,,,,,1
,T_INSCOPE_TLEV_RET_DIS_24,,,,,1,,,,,1
,T_INSCOPE_TLEV_RET_NOTDIS,,,,,1,,,,,1
,T_INSCOPE_TLEV_RET_NOTDIS_22,,,,,1,,,,,1
,T_INSCOPE_TLEV_RET_NOTDIS_23,,,,,1,,,,,1
,T_INSCOPE_TLEV_RET_NOTDIS_24,,,,,1,,,,,1
,T_SCOPEEX_E,,,,,1,,1,,1,3
,T_SCOPEEX_E_22,,,,,1,,1,,1,3
,T_SCOPEEX_E_23,,,,,1,,1,,1,3
,T_SCOPEEX_E_24,,,,,1,,1,,1,3
,T_SCOPEEX_E_DIS,,,,,1,,,,,1
,T_SCOPEEX_E_DIS_22,,,,,1,,1,,1,3
,T_SCOPEEX_E_DIS_23,,,,,1,,1,,1,3
,T_SCOPEEX_E_DIS_24,,,,,1,,1,,1,3
,T_SCOPEEX_E_NOTDIS,,,,,1,,,,,1
,T_SCOPEEX_E_NOTDIS_22,,,,,1,,1,,1,3
,T_SCOPEEX_E_NOTDIS_23,,,,,1,,1,,1,3
,T_SCOPEEX_E_NOTDIS_24,,,,,1,,1,,1,3
,T_SCOPEEX_M,,,,,1,,1,,1,3
,T_SCOPEEX_M_22,,,,,1,,1,,1,3
,T_SCOPEEX_M_23,,,,,1,,1,,1,3
,T_SCOPEEX_M_24,,,,,1,,1,,1,3
,T_SCOPEEX_M_DIS,,,,,1,,,,,1
,T_SCOPEEX_M_DIS_22,,,,,1,,1,,1,3
,T_SCOPEEX_M_DIS_23,,,,,1,,1,,1,3
,T_SCOPEEX_M_DIS_24,,,,,1,,1,,1,3
,T_SCOPEEX_M_NOTDIS,,,,,1,,,,,1
,T_SCOPEEX_M_NOTDIS_22,,,,,1,,1,,1,3
,T_SCOPEEX_M_NOTDIS_23,,,,,1,,1,,1,3
,T_SCOPEEX_M_NOTDIS_24,,,,,1,,1,,1,3
,TAB15,,,,,1,,1,,1,3
,TABKS2,,,,,1,,1,,1,3
,TALLPPE_ACAD_1618,,,,,1,,1,,1,3
,TALLPPE_ACAD_1618_22,,,,,1,,1,,1,3
,TALLPPE_ACAD_1618_23,,,,,1,,1,,1,3
,TALLPPE_ACAD_1618_24,,,,,1,,1,,1,3
,TALLPPE_ACAD_1618_DIS,,,,,1,,,,,1
,TALLPPE_ACAD_1618_DIS_22,,,,,1,,,,,1
,TALLPPE_ACAD_1618_DIS_23,,,,,1,,,,,1
,TALLPPE_ACAD_1618_DIS_24,,,,,1,,,,,1
,TALLPPE_ACAD_1618_NOTDIS,,,,,1,,,,,1
,TALLPPE_ACAD_1618_NOTDIS_22,,,,,1,,,,,1
,TALLPPE_ACAD_1618_NOTDIS_23,,,,,1,,,,,1
,TALLPPE_ACAD_1618_NOTDIS_24,,,,,1,,,,,1
,TALLPPE_AGEN,,,,,1,,1,,1,3
,TALLPPE_AGEN_22,,,,,1,,1,,1,3
,TALLPPE_AGEN_23,,,,,1,,1,,1,3
,TALLPPE_AGEN_24,,,,,1,,1,,1,3
,TALLPPE_AGEN_DIS,,,,,1,,,,,1
,TALLPPE_AGEN_DIS_22,,,,,1,,,,,1
,TALLPPE_AGEN_DIS_23,,,,,1,,,,,1
,TALLPPE_AGEN_DIS_24,,,,,1,,,,,1
,TALLPPE_AGEN_NOTDIS,,,,,1,,,,,1
,TALLPPE_AGEN_NOTDIS_22,,,,,1,,,,,1
,TALLPPE_AGEN_NOTDIS_23,,,,,1,,,,,1
,TALLPPE_AGEN_NOTDIS_24,,,,,1,,,,,1
,TALLPPE_ALEV_1618,,,,,1,,1,,1,3
,TALLPPE_ALEV_1618_22,,,,,1,,1,,1,3
,TALLPPE_ALEV_1618_23,,,,,1,,1,,1,3
,TALLPPE_ALEV_1618_24,,,,,1,,1,,1,3
,TALLPPE_ALEV_1618_DIS,,,,,1,,,,,1
,TALLPPE_ALEV_1618_DIS_22,,,,,1,,,,,1
,TALLPPE_ALEV_1618_DIS_23,,,,,1,,,,,1
,TALLPPE_ALEV_1618_DIS_24,,,,,1,,,,,1
,TALLPPE_ALEV_1618_NOTDIS,,,,,1,,,,,1
,TALLPPE_ALEV_1618_NOTDIS_22,,,,,1,,,,,1
,TALLPPE_ALEV_1618_NOTDIS_23,,,,,1,,,,,1
,TALLPPE_ALEV_1618_NOTDIS_24,,,,,1,,,,,1
,TALLPPE_TECHCERT,,,,,1,,1,,1,3
,TALLPPE_TECHCERT_22,,,,,1,,1,,1,3
,TALLPPE_TECHCERT_23,,,,,1,,1,,1,3
,TALLPPE_TECHCERT_24,,,,,1,,1,,1,3
,TALLPPE_TECHCERT_DIS,,,,,1,,,,,1
,TALLPPE_TECHCERT_DIS_22,,,,,1,,,,,1
,TALLPPE_TECHCERT_DIS_23,,,,,1,,,,,1
,TALLPPE_TECHCERT_DIS_24,,,,,1,,,,,1
,TALLPPE_TECHCERT_NOTDIS,,,,,1,,,,,1
,TALLPPE_TECHCERT_NOTDIS_22,,,,,1,,,,,1
,TALLPPE_TECHCERT_NOTDIS_23,,,,,1,,,,,1
,TALLPPE_TECHCERT_NOTDIS_24,,,,,1,,,,,1
,TALLPPE_TLEV,,,,,1,,1,,1,3
,TALLPPE_TLEV_22,,,,,1,,1,,1,3
,TALLPPE_TLEV_23,,,,,1,,1,,1,3
,TALLPPE_TLEV_24,,,,,1,,1,,1,3
,TALLPPE_TLEV_DIS,,,,,1,,,,,1
,TALLPPE_TLEV_DIS_22,,,,,1,,,,,1
,TALLPPE_TLEV_DIS_23,,,,,1,,,,,1
,TALLPPE_TLEV_DIS_24,,,,,1,,,,,1
,TALLPPE_TLEV_NOTDIS,,,,,1,,,,,1
,TALLPPE_TLEV_NOTDIS_22,,,,,1,,,,,1
,TALLPPE_TLEV_NOTDIS_23,,,,,1,,,,,1
,TALLPPE_TLEV_NOTDIS_24,,,,,1,,,,,1
,TALLPPEGRD_ACAD_1618,,,,,1,,1,,1,3
,TALLPPEGRD_ACAD_1618_22,,,,,1,,1,,1,3
,TALLPPEGRD_ACAD_1618_23,,,,,1,,1,,1,3
,TALLPPEGRD_ACAD_1618_24,,,,,1,,1,,1,3
,TALLPPEGRD_ACAD_DIS,,,,,1,,,,,1
,TALLPPEGRD_ACAD_DIS_22,,,,,1,,,,,1
,TALLPPEGRD_ACAD_DIS_23,,,,,1,,,,,1
,TALLPPEGRD_ACAD_DIS_24,,,,,1,,,,,1
,TALLPPEGRD_ACAD_NOTDIS,,,,,1,,,,,1
,TALLPPEGRD_ACAD_NOTDIS_22,,,,,1,,,,,1
,TALLPPEGRD_ACAD_NOTDIS_23,,,,,1,,,,,1
,TALLPPEGRD_ACAD_NOTDIS_24,,,,,1,,,,,1
,TALLPPEGRD_AGEN,,,,,1,,1,,1,3
,TALLPPEGRD_AGEN_22,,,,,1,,1,,1,3
,TALLPPEGRD_AGEN_23,,,,,1,,1,,1,3
,TALLPPEGRD_AGEN_24,,,,,1,,1,,1,3
,TALLPPEGRD_AGEN_DIS,,,,,1,,,,,1
,TALLPPEGRD_AGEN_DIS_22,,,,,1,,,,,1
,TALLPPEGRD_AGEN_DIS_23,,,,,1,,,,,1
,TALLPPEGRD_AGEN_DIS_24,,,,,1,,,,,1
,TALLPPEGRD_AGEN_NOTDIS,,,,,1,,,,,1
,TALLPPEGRD_AGEN_NOTDIS_22,,,,,1,,,,,1
,TALLPPEGRD_AGEN_NOTDIS_23,,,,,1,,,,,1
,TALLPPEGRD_AGEN_NOTDIS_24,,,,,1,,,,,1
,TALLPPEGRD_ALEV_1618,,,,,1,,1,,1,3
,TALLPPEGRD_ALEV_1618_22,,,,,1,,1,,1,3
,TALLPPEGRD_ALEV_1618_23,,,,,1,,1,,1,3
,TALLPPEGRD_ALEV_1618_24,,,,,1,,1,,1,3
,TALLPPEGRD_ALEV_DIS,,,,,1,,,,,1
,TALLPPEGRD_ALEV_DIS_22,,,,,1,,,,,1
,TALLPPEGRD_ALEV_DIS_23,,,,,1,,,,,1
,TALLPPEGRD_ALEV_DIS_24,,,,,1,,,,,1
,TALLPPEGRD_ALEV_NOTDIS,,,,,1,,,,,1
,TALLPPEGRD_ALEV_NOTDIS_22,,,,,1,,,,,1
,TALLPPEGRD_ALEV_NOTDIS_23,,,,,1,,,,,1
,TALLPPEGRD_ALEV_NOTDIS_24,,,,,1,,,,,1
,TALLPPEGRD_TECHCERT,,,,,1,,1,,1,3
,TALLPPEGRD_TECHCERT_22,,,,,1,,1,,1,3
,TALLPPEGRD_TECHCERT_23,,,,,1,,1,,1,3
,TALLPPEGRD_TECHCERT_24,,,,,1,,1,,1,3
,TALLPPEGRD_TECHCERT_DIS,,,,,1,,,,,1
,TALLPPEGRD_TECHCERT_DIS_22,,,,,1,,,,,1
,TALLPPEGRD_TECHCERT_DIS_23,,,,,1,,,,,1
,TALLPPEGRD_TECHCERT_DIS_24,,,,,1,,,,,1
,TALLPPEGRD_TECHCERT_NOTDIS,,,,,1,,,,,1
,TALLPPEGRD_TECHCERT_NOTDIS_22,,,,,1,,,,,1
,TALLPPEGRD_TECHCERT_NOTDIS_23,,,,,1,,,,,1
,TALLPPEGRD_TECHCERT_NOTDIS_24,,,,,1,,,,,1
,TALLPPEGRD_TLEV,,,,,1,,1,,1,3
,TALLPPEGRD_TLEV_22,,,,,1,,1,,1,3
,TALLPPEGRD_TLEV_23,,,,,1,,1,,1,3
,TALLPPEGRD_TLEV_24,,,,,1,,1,,1,3
,TALLPPEGRD_TLEV_DIS,,,,,1,,,,,1
,TALLPPEGRD_TLEV_DIS_22,,,,,1,,,,,1
,TALLPPEGRD_TLEV_DIS_23,,,,,1,,,,,1
,TALLPPEGRD_TLEV_DIS_24,,,,,1,,,,,1
,TALLPPEGRD_TLEV_NOTDIS,,,,,1,,,,,1
,TALLPPEGRD_TLEV_NOTDIS_22,,,,,1,,,,,1
,TALLPPEGRD_TLEV_NOTDIS_23,,,,,1,,,,,1
,TALLPPEGRD_TLEV_NOTDIS_24,,,,,1,,,,,1
,TALLPUP_1618,,,,,1,,1,,1,3
,TALLPUP_1618_22,,,,,1,,1,,1,3
,TALLPUP_1618_23,,,,,1,,1,,1,3
,TALLPUP_1618_24,,,,,1,,1,,1,3
,TALLPUP_1618_DIS,,,,,1,,,,,1
,TALLPUP_1618_DIS_22,,,,,1,,,,,1
,TALLPUP_1618_DIS_23,,,,,1,,,,,1
,TALLPUP_1618_DIS_24,,,,,1,,,,,1
,TALLPUP_1618_NOTDIS,,,,,1,,,,,1
,TALLPUP_1618_NOTDIS_22,,,,,1,,,,,1
,TALLPUP_1618_NOTDIS_23,,,,,1,,,,,1
,TALLPUP_1618_NOTDIS_24,,,,,1,,,,,1
,TALLPUP_ACAD_1618,,,,,1,,1,,1,3
,TALLPUP_ACAD_1618_22,,,,,1,,1,,1,3
,TALLPUP_ACAD_1618_23,,,,,1,,1,,1,3
,TALLPUP_ACAD_1618_24,,,,,1,,1,,1,3
,TALLPUP_ACAD_1618_DIS,,,,,1,,,,,1
,TALLPUP_ACAD_1618_DIS_22,,,,,1,,,,,1
,TALLPUP_ACAD_1618_DIS_23,,,,,1,,,,,1
,TALLPUP_ACAD_1618_DIS_24,,,,,1,,,,,1
,TALLPUP_ACAD_1618_NOTDIS,,,,,1,,,,,1
,TALLPUP_ACAD_1618_NOTDIS_22,,,,,1,,,,,1
,TALLPUP_ACAD_1618_NOTDIS_23,,,,,1,,,,,1
,TALLPUP_ACAD_1618_NOTDIS_24,,,,,1,,,,,1
,TALLPUP_AGEN,,,,,1,,1,,1,3
,TALLPUP_AGEN_22,,,,,1,,1,,1,3
,TALLPUP_AGEN_23,,,,,1,,1,,1,3
,TALLPUP_AGEN_24,,,,,1,,1,,1,3
,TALLPUP_AGEN_DIS,,,,,1,,,,,1
,TALLPUP_AGEN_DIS_22,,,,,1,,,,,1
,TALLPUP_AGEN_DIS_23,,,,,1,,,,,1
,TALLPUP_AGEN_DIS_24,,,,,1,,,,,1
,TALLPUP_AGEN_NOTDIS,,,,,1,,,,,1
,TALLPUP_AGEN_NOTDIS_22,,,,,1,,,,,1
,TALLPUP_AGEN_NOTDIS_23,,,,,1,,,,,1
,TALLPUP_AGEN_NOTDIS_24,,,,,1,,,,,1
,TALLPUP_AGENDENOM,,,,,1,,1,,1,3
,TALLPUP_ALEV_1618,,,,,1,,1,,1,3
,TALLPUP_ALEV_1618_22,,,,,1,,1,,1,3
,TALLPUP_ALEV_1618_23,,,,,1,,1,,1,3
,TALLPUP_ALEV_1618_24,,,,,1,,1,,1,3
,TALLPUP_ALEV_1618_DIS,,,,,1,,,,,1
,TALLPUP_ALEV_1618_DIS_22,,,,,1,,,,,1
,TALLPUP_ALEV_1618_DIS_23,,,,,1,,,,,1
,TALLPUP_ALEV_1618_DIS_24,,,,,1,,,,,1
,TALLPUP_ALEV_1618_NOTDIS,,,,,1,,,,,1
,TALLPUP_ALEV_1618_NOTDIS_22,,,,,1,,,,,1
,TALLPUP_ALEV_1618_NOTDIS_23,,,,,1,,,,,1
,TALLPUP_ALEV_1618_NOTDIS_24,,,,,1,,,,,1
,TALLPUP_ANYL2VOC,,,,,1,,1,,1,3
,TALLPUP_SCOPE_L3M,,,,,1,,1,,1,3
,TALLPUP_TECHCERT,,,,,1,,1,,1,3
,TALLPUP_TECHCERT_22,,,,,1,,1,,1,3
,TALLPUP_TECHCERT_23,,,,,1,,1,,1,3
,TALLPUP_TECHCERT_24,,,,,1,,1,,1,3
,TALLPUP_TECHCERT_DIS,,,,,1,,,,,1
,TALLPUP_TECHCERT_DIS_22,,,,,1,,,,,1
,TALLPUP_TECHCERT_DIS_23,,,,,1,,,,,1
,TALLPUP_TECHCERT_DIS_24,,,,,1,,,,,1
,TALLPUP_TECHCERT_NOTDIS,,,,,1,,,,,1
,TALLPUP_TECHCERT_NOTDIS_22,,,,,1,,,,,1
,TALLPUP_TECHCERT_NOTDIS_23,,,,,1,,,,,1
,TALLPUP_TECHCERT_NOTDIS_24,,,,,1,,,,,1
,TALLPUP_TLEV,,,,,1,,1,,1,3
,TALLPUP_TLEV_22,,,,,1,,1,,1,3
,TALLPUP_TLEV_23,,,,,1,,1,,1,3
,TALLPUP_TLEV_24,,,,,1,,1,,1,3
,TALLPUP_TLEV_DIS,,,,,1,,,,,1
,TALLPUP_TLEV_DIS_22,,,,,1,,,,,1
,TALLPUP_TLEV_DIS_23,,,,,1,,,,,1
,TALLPUP_TLEV_DIS_24,,,,,1,,,,,1
,TALLPUP_TLEV_NOTDIS,,,,,1,,,,,1
,TALLPUP_TLEV_NOTDIS_22,,,,,1,,,,,1
,TALLPUP_TLEV_NOTDIS_23,,,,,1,,,,,1
,TALLPUP_TLEV_NOTDIS_24,,,,,1,,,,,1
,TALLPUP_TLEVDENOM,,,,,1,,1,,1,3
,TB3PTSE,,,,,1,,1,,1,3
,TB3PTSE_GRD,,,,,1,,1,,1,3
,TECHCERT_PER,,,,,1,,1,,1,3
,TELNUM,,,,,1,,1,,1,3
,TINCLUDE_AAB_2FAC,,,,,1,,1,,1,3
,TINCLUDE_B3,,,,,1,,1,,1,3
,TLEV_PER,,,,,1,,1,,1,3
,TOWN,,,,,1,,1,,1,3
,TPUP1618,,,,,1,,1,,1,3
,UCI_INS_ACAD,,,,,1,,1,,1,3
,UCI_INS_ACAD_22,,,,,1,,1,,1,3
,UCI_INS_ACAD_23,,,,,1,,1,,1,3
,UCI_INS_ACAD_24,,,,,1,,1,,1,3
,UCI_INS_ACAD_DIS,,,,,1,,,,,1
,UCI_INS_ACAD_DIS_22,,,,,1,,1,,1,3
,UCI_INS_ACAD_DIS_23,,,,,1,,1,,1,3
,UCI_INS_ACAD_DIS_24,,,,,1,,,,,1
,UCI_INS_ACAD_NOTDIS,,,,,1,,,,,1
,UCI_INS_ACAD_NOTDIS_22,,,,,1,,1,,1,3
,UCI_INS_ACAD_NOTDIS_23,,,,,1,,1,,1,3
,UCI_INS_ACAD_NOTDIS_24,,,,,1,,,,,1
,UCI_INS_AGEN,,,,,1,,1,,1,3
,UCI_INS_AGEN_22,,,,,1,,1,,1,3
,UCI_INS_AGEN_23,,,,,1,,1,,1,3
,UCI_INS_AGEN_24,,,,,1,,1,,1,3
,UCI_INS_AGEN_DIS,,,,,1,,,,,1
,UCI_INS_AGEN_DIS_22,,,,,1,,1,,1,3
,UCI_INS_AGEN_DIS_23,,,,,1,,1,,1,3
,UCI_INS_AGEN_DIS_24,,,,,1,,,,,1
,UCI_INS_AGEN_NOTDIS,,,,,1,,,,,1
,UCI_INS_AGEN_NOTDIS_22,,,,,1,,1,,1,3
,UCI_INS_AGEN_NOTDIS_23,,,,,1,,1,,1,3
,UCI_INS_AGEN_NOTDIS_24,,,,,1,,,,,1
,UCI_INS_ALEV,,,,,1,,1,,1,3
,UCI_INS_ALEV_22,,,,,1,,1,,1,3
,UCI_INS_ALEV_23,,,,,1,,1,,1,3
,UCI_INS_ALEV_24,,,,,1,,1,,1,3
,UCI_INS_ALEV_DIS,,,,,1,,,,,1
,UCI_INS_ALEV_DIS_22,,,,,1,,1,,1,3
,UCI_INS_ALEV_DIS_23,,,,,1,,1,,1,3
,UCI_INS_ALEV_DIS_24,,,,,1,,,,,1
,UCI_INS_ALEV_NOTDIS,,,,,1,,,,,1
,UCI_INS_ALEV_NOTDIS_22,,,,,1,,1,,1,3
,UCI_INS_ALEV_NOTDIS_23,,,,,1,,1,,1,3
,UCI_INS_ALEV_NOTDIS_24,,,,,1,,,,,1
,UCI_INS_TECHCERT,,,,,1,,1,,1,3
,UCI_INS_TECHCERT_DIS,,,,,1,,,,,1
,UCI_INS_TECHCERT_NOTDIS,,,,,1,,,,,1
,UCI_INS_TLEV,,,,,1,,1,,1,3
,UCI_INS_TLEV_DIS,,,,,1,,,,,1
,UCI_INS_TLEV_NOTDIS,,,,,1,,,,,1
,URN,,,,,1,,1,,1,3
,VA_INS_ACAD,,,,,1,,1,,1,3
,VA_INS_ACAD_22,,,,,1,,1,,1,3
,VA_INS_ACAD_23,,,,,1,,1,,1,3
,VA_INS_ACAD_24,,,,,1,,1,,1,3
,VA_INS_ACAD_DIS,,,,,1,,,,,1
,VA_INS_ACAD_DIS_22,,,,,1,,1,,1,3
,VA_INS_ACAD_DIS_23,,,,,1,,1,,1,3
,VA_INS_ACAD_DIS_24,,,,,1,,,,,1
,VA_INS_ACAD_NOTDIS,,,,,1,,,,,1
,VA_INS_ACAD_NOTDIS_22,,,,,1,,1,,1,3
,VA_INS_ACAD_NOTDIS_23,,,,,1,,1,,1,3
,VA_INS_ACAD_NOTDIS_24,,,,,1,,,,,1
,VA_INS_AGEN,,,,,1,,1,,1,3
,VA_INS_AGEN_22,,,,,1,,1,,1,3
,VA_INS_AGEN_23,,,,,1,,1,,1,3
,VA_INS_AGEN_24,,,,,1,,1,,1,3
,VA_INS_AGEN_DIS,,,,,1,,,,,1
,VA_INS_AGEN_DIS_22,,,,,1,,1,,1,3
,VA_INS_AGEN_DIS_23,,,,,1,,1,,1,3
,VA_INS_AGEN_DIS_24,,,,,1,,,,,1
,VA_INS_AGEN_NOTDIS,,,,,1,,,,,1
,VA_INS_AGEN_NOTDIS_22,,,,,1,,1,,1,3
,VA_INS_AGEN_NOTDIS_23,,,,,1,,1,,1,3
,VA_INS_AGEN_NOTDIS_24,,,,,1,,,,,1
,VA_INS_ALEV,,,,,1,,1,,1,3
,VA_INS_ALEV_22,,,,,1,,1,,1,3
,VA_INS_ALEV_23,,,,,1,,1,,1,3
,VA_INS_ALEV_24,,,,,1,,1,,1,3
,VA_INS_ALEV_DIS,,,,,1,,,,,1
,VA_INS_ALEV_DIS_22,,,,,1,,1,,1,3
,VA_INS_ALEV_DIS_23,,,,,1,,1,,1,3
,VA_INS_ALEV_DIS_24,,,,,1,,,,,1
,VA_INS_ALEV_NOTDIS,,,,,1,,,,,1
,VA_INS_ALEV_NOTDIS_22,,,,,1,,1,,1,3
,VA_INS_ALEV_NOTDIS_23,,,,,1,,1,,1,3
,VA_INS_ALEV_NOTDIS_24,,,,,1,,,,,1
,VA_INS_TECHCERT,,,,,1,,1,,1,3
,VA_INS_TECHCERT_DIS,,,,,1,,,,,1
,VA_INS_TECHCERT_NOTDIS,,,,,1,,,,,1
,VA_INS_TLEV,,,,,1,,1,,1,3
,VA_INS_TLEV_DIS,,,,,1,,,,,1
,VA_INS_TLEV_NOTDIS,,,,,1,,,,,1
,YEAR,,,,,1,,1,,1,3
KS5_25 Total,,,,,,597,,263,,263,1123
KS5_STUDEST_25,ACADAGEN_COHORT,,,,,1,,,,,1
,ACADAGEN_PROGRESSED,,,,,1,,,,,1
,ALL_APPREN,,,,,1,,,,,1
,ALL_COHORT,,,,,1,,,,,1
,ALL_HE,,,,,1,,,,,1
,ALL_HTECH,,,,,1,,,,,1
,ALL_PROGRESSED,,,,,1,,,,,1
,ALL_TOP3RD,,,,,1,,,,,1
,DIS_APPREN,,,,,1,,,,,1
,DIS_HE,,,,,1,,,,,1
,DIS_HTECH,,,,,1,,,,,1
,DIS_PROGRESSED,,,,,1,,,,,1
,DIS_TOP3RD,,,,,1,,,,,1
,EDITION,,,,,1,,,,,1
,ESTAB,,,,,1,,,,,1
,FEEDER,,,,,1,,,,,1
,ICLOSE,,,,,1,,,,,1
,L3_APPREN,,,,,1,,,,,1
,L3_APPREN_DIS,,,,,1,,,,,1
,L3_APPREN_NONDIS,,,,,1,,,,,1
,L3_APPRENPER,,,,,1,,,,,1
,L3_APPRENPER_DIS,,,,,1,,,,,1
,L3_APPRENPER_NONDIS,,,,,1,,,,,1
,L3_COHORT,,,,,1,,,,,1
,L3_COHORT_DIS,,,,,1,,,,,1
,L3_COHORT_NONDIS,,,,,1,,,,,1
,L3_EDUCATION,,,,,1,,,,,1
,L3_EDUCATION_DIS,,,,,1,,,,,1
,L3_EDUCATION_NONDIS,,,,,1,,,,,1
,L3_EDUCATIONPER,,,,,1,,,,,1
,L3_EDUCATIONPER_DIS,,,,,1,,,,,1
,L3_EDUCATIONPER_NONDIS,,,,,1,,,,,1
,L3_EMPLOYMENT,,,,,1,,,,,1
,L3_EMPLOYMENT_DIS,,,,,1,,,,,1
,L3_EMPLOYMENT_NONDIS,,,,,1,,,,,1
,L3_EMPLOYMENTPER,,,,,1,,,,,1
,L3_EMPLOYMENTPER_DIS,,,,,1,,,,,1
,L3_EMPLOYMENTPER_NONDIS,,,,,1,,,,,1
,L3_FE,,,,,1,,,,,1
,L3_FE_DIS,,,,,1,,,,,1
,L3_FE_NONDIS,,,,,1,,,,,1
,L3_FEPER,,,,,1,,,,,1
,L3_FEPER_DIS,,,,,1,,,,,1
,L3_FEPER_NONDIS,,,,,1,,,,,1
